;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104
10;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83;34.83
11;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42;29.42
12;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94;24.94
13;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64;38.64
14;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73
15;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94;29.94
16;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44;37.44
17;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0
18;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85;30.85
19;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72;33.72
20;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84;34.84
21;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97;30.97
22;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38;33.38
23;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93;35.93
24;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99;38.99
25;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85;32.85
26;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39;38.39
27;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5;36.5
28;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67;39.67
29;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38;32.38
30;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19;42.19
31;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59;34.59
