0;1;2;3;4;5
0.21730890713834472;0.21730890713834472;0.21730890713834472;0.21730890713834472;0.21730890713834472;0.21730890713834472
1.0;1.0;1.0;1.0;1.0;1.0
0.5615919140871761;0.5615919140871761;0.5615919140871761;0.5615919140871761;0.5615919140871761;0.5615919140871761
0.6866708780795956;0.6866708780795956;0.6866708780795956;0.6866708780795956;0.6866708780795956;0.6866708780795956
0.49589387239418814;0.49589387239418814;0.49589387239418814;0.49589387239418814;0.49589387239418814;0.49589387239418814
0.6437144662034111;0.6437144662034111;0.6437144662034111;0.6437144662034111;0.6437144662034111;0.6437144662034111
0.6310802274162981;0.6310802274162981;0.6310802274162981;0.6310802274162981;0.6310802274162981;0.6310802274162981
0.3506001263423877;0.3506001263423877;0.3506001263423877;0.3506001263423877;0.3506001263423877;0.3506001263423877
0.6664560960202146;0.6664560960202146;0.6664560960202146;0.6664560960202146;0.6664560960202146;0.6664560960202146
0.31332912192040396;0.31332912192040396;0.31332912192040396;0.31332912192040396;0.31332912192040396;0.31332912192040396
0.6247631080227412;0.6247631080227412;0.6247631080227412;0.6247631080227412;0.6247631080227412;0.6247631080227412
0.2830069488313329;0.2830069488313329;0.2830069488313329;0.2830069488313329;0.2830069488313329;0.2830069488313329
0.0;0.0;0.0;0.0;0.0;0.0
0.8654453569172453;0.8654453569172453;0.8654453569172453;0.8654453569172453;0.8654453569172453;0.8654453569172453
0.6184459886291847;0.6184459886291847;0.6184459886291847;0.6184459886291847;0.6184459886291847;0.6184459886291847
0.3158559696778269;0.3158559696778269;0.3158559696778269;0.3158559696778269;0.3158559696778269;0.3158559696778269
0.7896399241945669;0.7896399241945669;0.7896399241945669;0.7896399241945669;0.7896399241945669;0.7896399241945669
