0;1;2;3;4;5;6;7;8;9
0.0;0.0;1.0;0.44222222222222224;0.8093385214007782;0.35142118863049093;0.0;1.0;0.7815126050420168;0.3837638376383764
0.0;0.7426160337552743;0.0;0.24000000000000002;0.2217898832684825;0.3074935400516796;0.6869712351945855;0.0;0.7394957983193278;0.19926199261992622
0.8533333333333334;0.0;0.0;0.0;0.0;0.19121447028423771;0.7292724196277496;0.9463869463869465;0.0;0.0
0.92;0.10548523206751054;0.13440860215053763;0.07333333333333333;0.311284046692607;0.0;0.6362098138747885;0.8461538461538461;0.10504201680672268;0.06088560885608856
0.13333333333333333;0.9999999999999999;0.13440860215053763;0.042222222222222223;0.3346303501945525;0.08268733850129198;0.9120135363790186;0.11655011655011656;1.0;0.03874538745387454
0.0;0.0;0.0;0.14;0.2918287937743191;0.1317829457364341;0.01692047377326565;0.12820512820512822;0.10294117647058823;0.02214022140221402
0.14666666666666667;0.5042194092827004;0.6370967741935483;0.6355555555555555;1.0;0.06459948320413436;0.4500846023688663;0.2540792540792541;0.7710084033613446;0.025830258302583026
0.44533333333333336;0.0;0.0;0.044444444444444446;0.2217898832684825;0.08010335917312661;0.560067681895093;0.4755244755244755;0.0;0.0940959409594096
0.37866666666666665;0.49999999999999994;0.3817204301075268;0.6244444444444445;0.7976653696498055;0.28165374677002586;0.4010152284263959;0.331002331002331;0.6449579831932772;0.27490774907749077
1.0;0.0189873417721519;0.024193548387096774;0.044444444444444446;0.5214007782101168;0.08010335917312661;1.0;0.8974358974358975;0.018907563025210083;0.03690036900369004
0.0;0.15400843881856538;0.0;0.34444444444444444;0.27237354085603116;0.20930232558139533;0.6903553299492385;0.0;0.34033613445378147;0.30073800738007384
0.24533333333333332;0.5759493670886076;0.2473118279569892;1.0;0.4357976653696498;0.8242894056847545;0.727580372250423;0.21445221445221446;0.5840336134453781;1.0
0.4186666666666667;0.5759493670886076;0.17741935483870966;0.8177777777777777;0.688715953307393;1.0;0.5888324873096447;0.36596736596736595;0.7478991596638656;0.8062730627306274
0.6053333333333334;0.13080168776371306;0.0;0.07777777777777778;0.12840466926070038;0.6847545219638242;0.7140439932318106;0.6480186480186481;0.13025210084033612;0.04059040590405904
0.0;0.0;0.0;0.23777777777777778;0.1245136186770428;0.2222222222222222;0.0;0.0;0.0;0.05904059040590406
0.192;0.22362869198312235;0.1935483870967742;0.10666666666666666;0.23735408560311283;0.15245478036175708;0.1793570219966159;0.16783216783216784;0.6512605042016806;0.08856088560885608
0.0;0.0;0.0;0.12222222222222223;0.32684824902723736;0.6304909560723514;0.35194585448392557;0.0;0.0;0.1014760147601476
