0;1;2;3;4;5
0.0;0.0;1.0;0.44222222222222224;0.8093385214007782;0.35142118863049093
0.0;0.7426160337552743;0.0;0.24000000000000002;0.2217898832684825;0.3074935400516796
0.8533333333333334;0.0;0.0;0.0;0.0;0.19121447028423771
0.92;0.10548523206751054;0.13440860215053763;0.07333333333333333;0.311284046692607;0.0
0.13333333333333333;0.9999999999999999;0.13440860215053763;0.042222222222222223;0.3346303501945525;0.08268733850129198
0.0;0.0;0.0;0.14;0.2918287937743191;0.1317829457364341
0.14666666666666667;0.5042194092827004;0.6370967741935483;0.6355555555555555;1.0;0.06459948320413436
0.44533333333333336;0.0;0.0;0.044444444444444446;0.2217898832684825;0.08010335917312661
0.37866666666666665;0.49999999999999994;0.3817204301075268;0.6244444444444445;0.7976653696498055;0.28165374677002586
1.0;0.0189873417721519;0.024193548387096774;0.044444444444444446;0.5214007782101168;0.08010335917312661
0.0;0.15400843881856538;0.0;0.34444444444444444;0.27237354085603116;0.20930232558139533
0.24533333333333332;0.5759493670886076;0.2473118279569892;1.0;0.4357976653696498;0.8242894056847545
0.4186666666666667;0.5759493670886076;0.17741935483870966;0.8177777777777777;0.688715953307393;1.0
0.6053333333333334;0.13080168776371306;0.0;0.07777777777777778;0.12840466926070038;0.6847545219638242
0.0;0.0;0.0;0.23777777777777778;0.1245136186770428;0.2222222222222222
0.192;0.22362869198312235;0.1935483870967742;0.10666666666666666;0.23735408560311283;0.15245478036175708
0.0;0.0;0.0;0.12222222222222223;0.32684824902723736;0.6304909560723514
